model_id,C1 Complex reasoning_theta,C1 Complex reasoning_score,C1 Complex reasoning_applicable,C2 Knowledge and factual reliability_theta,C2 Knowledge and factual reliability_score,C2 Knowledge and factual reliability_applicable,C3 Long context_theta,C3 Long context_score,C3 Long context_applicable,C4 Code and software engineering_theta,C4 Code and software engineering_score,C4 Code and software engineering_applicable,C5 Multimodal_theta,C5 Multimodal_score,C5 Multimodal_applicable,bootstrap
gpt_5_6_sol_max,0.044846511397604656,98.33177317486309,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.034325245835714495,70.09637031575595,True,0.18157704429928098,100.0,True,4
gpt_5_5_xhigh,0.02724242028216393,86.6774834658978,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04876894293989798,36.716488241198384,True,-0.127578827746833,6.974308690462572,True,4
claude_fable_5_max,-0.001914220086613795,67.37515586661571,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.10876582787577306,100.0,True,0.05333418205539982,61.41143677202628,True,4
claude_opus_4_8_max,0.034609829220864044,91.55486779735703,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.03669498495783743,41.56673468505836,True,-0.15075681712553368,0.0,True,4
gemini_3_1_pro_high,0.047366409028804034,100.0,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.013006664124404382,51.08260297398917,True,0.04699904770235941,59.50518071798478,True,4
deepseek_v4_pro_max,-0.060485569536916015,28.59965358918516,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08721033909963385,91.34091464145625,True,,,False,4
deepseek_v4_flash_max,-0.10368604937969463,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.1401691102106247,0.0,True,,,False,4
qwen3_8_max,-0.0036987201465361807,66.19377816596521,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,0.0050314879075907875,58.32873409992002,True,0.03229915710931904,55.081950858103056,True,4
glm_5_2_max,-0.02250562209289662,53.743201628177246,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08226033175842885,23.262615885640553,True,,,False,4
kimi_k3_max,0.01639128555471286,79.0793531889838,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08579897178745367,91.34796878888437,True,-0.03587378629399259,34.56856016386749,True,5
gpt_5_6_sol_max,0.03529908203333232,93.01428258893174,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.0391674540206566,72.6724865084461,True,0.18157704429928098,100.0,True,5
gpt_5_5_xhigh,0.017455267643580047,79.86350142687809,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.045579241274208475,38.732235748864994,True,-0.127578827746833,6.974308690462572,True,5
claude_fable_5_max,0.009324831403943268,73.87142005884398,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.10740255562435544,100.0,True,0.05333418205539982,61.41143677202628,True,5
claude_opus_4_8_max,0.03175340076633181,90.40113736144633,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.034855145464450406,43.02713479698182,True,-0.15075681712553368,0.0,True,5
gemini_3_1_pro_high,0.044777746709317015,100.0,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.010155221323698047,52.919221044863626,True,0.04699904770235941,59.50518071798478,True,5
deepseek_v4_pro_max,-0.03218760873873052,43.27700768182007,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08729837473491968,91.94846550264513,True,,,False,5
deepseek_v4_flash_max,-0.09090859899036119,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.14229122505857505,0.0,True,,,False,5
qwen3_8_max,0.010918335841250308,75.04582300196253,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,-0.00606645175538907,54.55673462534846,True,0.03229915710931904,55.081950858103056,True,5
glm_5_2_max,-0.04282374222337592,35.438242896904335,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.0807200712910643,24.658665345652263,True,,,False,5
kimi_k3_max,0.04557040034365363,95.3923112923069,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.080445703562287,90.9363129826852,True,-0.03587378629399259,34.56856016386749,True,6
gpt_5_6_sol_max,0.03364525567227332,87.26783635932216,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.03738150160276887,72.94746339117053,True,0.18157704429928098,100.0,True,6
gpt_5_5_xhigh,0.04504722562859776,95.03587789253072,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04743570629026324,37.51747917843029,True,-0.127578827746833,6.974308690462572,True,6
claude_fable_5_max,-0.030159443433794265,43.79836971729794,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.10214361404988268,100.0,True,0.05333418205539982,61.41143677202628,True,6
claude_opus_4_8_max,0.05233358872113803,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.02504976004447503,46.86857362940297,True,-0.15075681712553368,0.0,True,6
gemini_3_1_pro_high,0.046809472476226306,96.236478030628,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.011922934802943265,52.351932756921215,True,0.04699904770235941,59.50518071798478,True,6
deepseek_v4_pro_max,-0.060972974963970764,22.805436598887663,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08057580097992209,90.99065749092158,True,,,False,6
deepseek_v4_flash_max,-0.09444690810783439,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.1372502490231151,0.0,True,,,False,6
qwen3_8_max,-0.014909775126012456,54.187807440451735,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,0.0036741508017436113,58.86717312460386,True,0.03229915710931904,55.081950858103056,True,6
glm_5_2_max,-0.022916841210277157,48.73267800755814,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08256212083580763,22.84441525998165,True,,,False,6
kimi_k3_max,0.008874762952726052,56.88096135414529,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08700461781751827,96.45796666629265,True,-0.03587378629399259,34.56856016386749,True,7
gpt_5_6_sol_max,0.003205674678391553,52.454542576503336,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.033980353117429404,74.26301338269981,True,0.18157704429928098,100.0,True,7
gpt_5_5_xhigh,0.04289772703308198,83.44605961838148,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.05076027885701321,38.79218925089935,True,-0.127578827746833,6.974308690462572,True,7
claude_fable_5_max,-0.03551885990580741,22.218462497283596,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.09546661864551165,100.0,True,0.05333418205539982,61.41143677202628,True,7
claude_opus_4_8_max,0.0640990082551582,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.02987339642335344,47.535042781769675,True,-0.15075681712553368,0.0,True,7
gemini_3_1_pro_high,0.041098888544069345,82.04152822278502,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.014471559842509373,53.98195996821003,True,0.04699904770235941,59.50518071798478,True,7
deepseek_v4_pro_max,-0.00431407732961496,46.58312730111529,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08393729923490002,95.17404518181435,True,,,False,7
deepseek_v4_flash_max,-0.059573881961134556,3.436323964647862,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.14343573011178878,0.0,True,,,False,7
qwen3_8_max,0.00320567467839155,52.45454257650332,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,0.021661185814171896,69.10644319101345,True,0.03229915710931904,55.081950858103056,True,7
glm_5_2_max,-0.06397491694526176,0.0,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08350910939486646,25.084148828440966,True,,,False,7
kimi_k3_max,0.02591153426141537,82.5554178922959,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.081715237458613,87.93698285293655,True,-0.03587378629399259,34.56856016386749,True,8
gpt_5_6_sol_max,0.03139709563838538,87.1902073198188,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.03727299251313959,69.939570828904,True,0.18157704429928098,100.0,True,8
gpt_5_5_xhigh,0.027310083960755138,83.73706237950893,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04682571994646686,35.882803879278114,True,-0.127578827746833,6.974308690462572,True,8
claude_fable_5_max,-0.02162262712168457,42.39347028389106,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.111503273767131,100.0,True,0.05333418205539982,61.41143677202628,True,8
claude_opus_4_8_max,0.04655828150717922,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.034126583385311236,41.02546922665167,True,-0.15075681712553368,0.0,True,8
gemini_3_1_pro_high,0.04230738456769247,96.40838724814249,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.013151462561320514,49.519592153753614,True,0.04699904770235941,59.50518071798478,True,8
deepseek_v4_pro_max,-0.056374961786161644,13.030978058232323,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.0842569941605255,88.9662972515519,True,,,False,8
deepseek_v4_flash_max,-0.0717979342983319,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.13543359074498995,0.0,True,,,False,8
qwen3_8_max,-0.012921890002200172,49.74478433213833,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,-0.0027435097169852983,53.734415592489036,True,0.03229915710931904,55.081950858103056,True,8
glm_5_2_max,-0.010766966727049269,51.56549417866805,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.0824676315443352,21.44919079024546,True,,,False,8
kimi_k3_max,0.04557040034365362,95.39231129230689,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08360545818051456,95.01071676167703,True,-0.03587378629399259,34.56856016386749,True,9
gpt_5_6_sol_max,0.03364525567227332,87.26783635932216,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.04659837959009934,79.49202476677844,True,0.18157704429928098,100.0,True,9
gpt_5_5_xhigh,0.04504722562859776,95.0358778925307,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04244109645184564,42.15386523856392,True,-0.127578827746833,6.974308690462572,True,9
claude_fable_5_max,-0.030159443433794262,43.798369717297945,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.0955032906119563,100.0,True,0.05333418205539982,61.41143677202628,True,9
claude_opus_4_8_max,0.05233358872113803,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.02364605238742262,50.03545197753636,True,-0.15075681712553368,0.0,True,9
gemini_3_1_pro_high,0.046809472476226306,96.23647803062802,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.008927573260043828,56.207556150879384,True,0.04699904770235941,59.50518071798478,True,9
deepseek_v4_pro_max,-0.060972974963970764,22.80543659888766,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08116038215985097,93.98538909156426,True,,,False,9
deepseek_v4_flash_max,-0.09444690810783438,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.14296447846665195,0.0,True,,,False,9
qwen3_8_max,-0.014909775126012458,54.18780744045173,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,-0.00824774786544998,56.49263677088123,True,0.03229915710931904,55.081950858103056,True,9
glm_5_2_max,-0.022916841210277157,48.73267800755815,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08064056211100713,26.135153021497185,True,,,False,9
kimi_k3_max,0.008874762952726052,56.88096135414529,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08582277010444776,93.7799430615481,True,-0.03587378629399259,34.56856016386749,True,10
gpt_5_6_sol_max,0.003205674678391553,52.454542576503336,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.037819884463407685,73.95492598314146,True,0.18157704429928098,100.0,True,10
gpt_5_5_xhigh,0.04289772703308198,83.44605961838148,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04789146949213972,38.556448718905344,True,-0.127578827746833,6.974308690462572,True,10
claude_fable_5_max,-0.03551885990580741,22.218462497283596,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.10088357336713336,100.0,True,0.05333418205539982,61.41143677202628,True,10
claude_opus_4_8_max,0.0640990082551582,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.032211666235720665,45.03215040211417,True,-0.15075681712553368,0.0,True,10
gemini_3_1_pro_high,0.041098888544069345,82.04152822278502,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.013748996970943495,52.65716561941288,True,0.04699904770235941,59.50518071798478,True,10
deepseek_v4_pro_max,-0.00431407732961496,46.58312730111529,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08432851235532739,93.16282004904058,True,,,False,10
deepseek_v4_flash_max,-0.059573881961134556,3.436323964647862,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.14124931081244552,0.0,True,,,False,10
qwen3_8_max,0.00320567467839155,52.45454257650332,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,0.00905043600780243,62.07324846829871,True,0.03229915710931904,55.081950858103056,True,10
glm_5_2_max,-0.06397491694526176,0.0,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08280373278686926,24.137811030338963,True,,,False,10
kimi_k3_max,0.018755546720424638,58.86583691988991,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08312565625944811,91.14688177644632,True,-0.03587378629399259,34.56856016386749,True,11
gpt_5_6_sol_max,-0.00026852263157201153,45.76385726283793,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.03827365350463132,72.80656634634511,True,0.18157704429928098,100.0,True,11
gpt_5_5_xhigh,0.05301961728703975,82.4636880013394,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.04650823793061762,38.1386243107785,True,-0.127578827746833,6.974308690462572,True,11
claude_fable_5_max,-0.06671762552836263,0.0,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.10477632439898496,100.0,True,0.05333418205539982,61.41143677202628,True,11
claude_opus_4_8_max,0.07848233546957085,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.029952650347294225,44.90832643687163,True,-0.15075681712553368,0.0,True,11
gemini_3_1_pro_high,0.038622361665644867,72.5482200339618,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.011041185142492634,52.641364334810234,True,0.04699904770235941,59.50518071798478,True,11
deepseek_v4_pro_max,-0.02886074770012881,26.072236912496564,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08393154170620677,91.47641429197027,True,,,False,11
deepseek_v4_flash_max,-0.04064173148220768,17.958609538831816,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.13977782695003177,0.0,True,,,False,11
qwen3_8_max,-0.020390041417102128,31.906058233665675,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,-0.0011854253626584774,56.67145735325524,True,0.03229915710931904,55.081950858103056,True,11
glm_5_2_max,-0.03200119238330687,23.90939564064336,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08164185013617647,23.772230605436025,True,,,False,11
kimi_k3_max,0.023575390459888258,80.22246611688637,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08430856717944042,93.75401033266789,True,-0.03587378629399259,34.56856016386749,True,12
gpt_5_6_sol_max,0.024094837868875268,80.61841813896953,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.03443536309581349,73.09070517088361,True,0.18157704429928098,100.0,True,12
gpt_5_5_xhigh,0.0350881728198479,88.99815616050248,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.049377482683963254,38.36563705773131,True,-0.127578827746833,6.974308690462572,True,12
claude_fable_5_max,-0.01868612548418522,48.008362427373925,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.09938396363436942,100.0,True,0.05333418205539982,61.41143677202628,True,12
claude_opus_4_8_max,0.04952143482578416,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.027616669846657005,47.38150689179616,True,-0.15075681712553368,0.0,True,12
gemini_3_1_pro_high,0.044237178484170595,95.97204269870555,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.011774279267421438,53.94527509249193,True,0.04699904770235941,59.50518071798478,True,12
deepseek_v4_pro_max,-0.0326487045518814,37.365299588477896,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08352748639906914,93.4303954613684,True,,,False,12
deepseek_v4_flash_max,-0.08166804774185302,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.14197724984596405,0.0,True,,,False,12
qwen3_8_max,-0.0002906032020048708,62.030463835309725,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,0.011441294508903403,63.563876789742885,True,0.03229915710931904,55.081950858103056,True,12
glm_5_2_max,-0.04322353347864165,29.304570389924805,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.08235099317359015,24.704158473760884,True,,,False,12
kimi_k3_max,0.02591153426141537,82.5554178922959,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08194434480199285,88.61693438440113,True,-0.03587378629399259,34.56856016386749,True,13
gpt_5_6_sol_max,0.03139709563838538,87.1902073198188,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.04211159326379822,72.53581959409695,True,0.18157704429928098,100.0,True,13
gpt_5_5_xhigh,0.027310083960755144,83.73706237950893,True,-0.0005644625136405263,36.467209580040624,True,0.02315848882240687,57.73101758009519,True,-0.043636169455652504,37.918085140552016,True,-0.127578827746833,6.974308690462572,True,13
claude_fable_5_max,-0.02162262712168457,42.39347028389106,True,0.19112047177571867,100.0,True,-0.001672797235364975,51.06282352003342,True,0.11014007814023728,100.0,True,0.05333418205539982,61.41143677202628,True,13
claude_opus_4_8_max,0.046558281507179215,100.0,True,0.027020190262893345,45.609972782355385,True,-0.039819494894206726,40.818908559372474,True,-0.03228663750763038,42.500071546822774,True,-0.15075681712553368,0.0,True,13
gemini_3_1_pro_high,0.042307384567692466,96.40838724814247,True,0.013297054773238354,41.061524078229155,True,-0.19182256887109406,0.0,True,-0.010293804830110127,51.37892759351169,True,0.04699904770235941,59.50518071798478,True,13
deepseek_v4_pro_max,-0.056374961786161644,13.030978058232323,True,-0.11058976796394768,0.0,True,0.1805614054720557,100.0,True,0.08435408337547662,89.58978414040304,True,,,False,13
deepseek_v4_flash_max,-0.0717979342983319,0.0,True,-0.06045617221681044,16.61647141654705,True,-0.0070495668403233675,49.61894570159547,True,-0.13755886597905356,0.0,True,,,False,13
qwen3_8_max,-0.012921890002200178,49.74478433213833,True,-0.07628959821445747,11.368579925920463,True,-0.026348741915778674,44.43634483658853,True,-0.013849586283601575,49.94340211473574,True,0.03229915710931904,55.081950858103056,True,13
glm_5_2_max,-0.01076696672704927,51.56549417866805,True,-0.08101157393425427,9.803510167641388,True,-0.0016727972353649764,51.06282352003342,True,-0.0809250355254568,22.863977339492468,True,,,False,13
kimi_k3_max,0.028455955815543166,72.77531930238418,True,0.028973731877515417,46.25746211394311,True,0.055297226350198604,66.36155480567838,True,0.08720810355509497,94.56308439451453,True,-0.03587378629399259,34.56856016386749,True,14
gpt_5_6_sol_max,0.005451428803939716,57.63807644272746,True,0.06850012615374458,59.35824195831793,True,0.00936884634747162,54.027946711038894,True,0.040164165980129785,75.53660772825323,True,0.18157704429928098,100.0,True,14
