analysis,parameter,scenario,model_id,cost,utility,pareto
input_scale_budget,0.5,Coding,kimi_k3_max,0.0979275,0.9813020054113564,
input_scale_budget,0.5,General,NO_FEASIBLE_MODEL,,,
input_scale_budget,0.5,General,deepseek_v4_flash_max,0.00176,0.6468756848029605,
input_scale_budget,0.5,General,deepseek_v4_pro_max,0.00528,0.6542860728359404,
input_scale_budget,0.5,General,qwen3_8_max,0.007122,0.8383797086565321,
input_scale_budget,0.5,General,gemini_3_1_pro_high,0.014,0.8661586954130576,
input_scale_budget,0.5,General,kimi_k3_max,0.017805,0.8687069582921643,
input_scale_budget,0.5,General,kimi_k3_max,0.017805,0.8687069582921643,
input_scale_budget,0.5,General,gpt_5_6_sol_max,0.034999999999999996,0.932145427852394,
input_scale_budget,0.5,Research,NO_FEASIBLE_MODEL,,,
input_scale_budget,0.5,Research,deepseek_v4_flash_max,0.0088,0.8272893300307572,
input_scale_budget,0.5,Research,deepseek_v4_pro_max,0.0264,0.8777936799153787,
input_scale_budget,0.5,Research,deepseek_v4_pro_max,0.0264,0.8777936799153787,
input_scale_budget,0.5,Research,deepseek_v4_pro_max,0.0264,0.8777936799153787,
input_scale_budget,0.5,Research,kimi_k3_max,0.08309,0.9012926282950032,
input_scale_budget,0.5,Research,kimi_k3_max,0.08309,0.9012926282950032,
input_scale_budget,0.5,Research,kimi_k3_max,0.08309,0.9012926282950032,
input_scale,1.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,True
input_scale,1.0,Coding,gpt_5_6_sol_max,0.21,0.9512731717446156,False
input_scale,1.0,Coding,gpt_5_5_xhigh,0.21,0.9025140728523974,False
input_scale,1.0,Coding,claude_opus_4_8_max,0.18,0.9163907203396128,False
input_scale,1.0,Coding,gemini_3_1_pro_high,0.08399999999999999,0.9259813234950288,False
input_scale,1.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,True
input_scale,1.0,Coding,deepseek_v4_flash_max,0.01056,0.8155773752485842,True
input_scale,1.0,Coding,qwen3_8_max,0.042732,0.925700177687948,False
input_scale,1.0,General,kimi_k3_max,0.0207725,0.8687069582921643,True
input_scale,1.0,General,gpt_5_6_sol_max,0.04,0.932145427852394,True
input_scale,1.0,General,gpt_5_5_xhigh,0.04,0.837174749199171,False
input_scale,1.0,General,claude_opus_4_8_max,0.035,0.8383394649502275,False
input_scale,1.0,General,gemini_3_1_pro_high,0.016,0.8661586954130576,True
input_scale,1.0,General,deepseek_v4_pro_max,0.0066,0.6542860728359404,True
input_scale,1.0,General,deepseek_v4_flash_max,0.0022,0.6468756848029605,True
input_scale,1.0,General,qwen3_8_max,0.0089025,0.8383797086565321,True
input_scale,1.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,True
input_scale,1.0,Research,gpt_5_6_sol_max,0.2,0.8992413504614967,False
input_scale,1.0,Research,gpt_5_5_xhigh,0.2,0.8861624515886894,False
input_scale,1.0,Research,claude_opus_4_8_max,0.18,0.8794135287469893,False
input_scale,1.0,Research,gemini_3_1_pro_high,0.08,0.8281204723179951,False
input_scale,1.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,True
input_scale,1.0,Research,deepseek_v4_flash_max,0.012320000000000001,0.8272893300307572,True
input_scale,1.0,Research,qwen3_8_max,0.049853999999999996,0.8397485755751156,False
input_scale_budget,1.0,Coding,NO_FEASIBLE_MODEL,,,
input_scale_budget,1.0,Coding,deepseek_v4_flash_max,0.01056,0.8155773752485842,
input_scale_budget,1.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
input_scale_budget,1.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
input_scale_budget,1.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
input_scale_budget,1.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
input_scale_budget,1.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
input_scale_budget,1.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
input_scale_budget,1.0,General,NO_FEASIBLE_MODEL,,,
input_scale_budget,1.0,General,deepseek_v4_flash_max,0.0022,0.6468756848029605,
input_scale_budget,1.0,General,deepseek_v4_pro_max,0.0066,0.6542860728359404,
input_scale_budget,1.0,General,qwen3_8_max,0.0089025,0.8383797086565321,
input_scale_budget,1.0,General,gemini_3_1_pro_high,0.016,0.8661586954130576,
input_scale_budget,1.0,General,kimi_k3_max,0.0207725,0.8687069582921643,
input_scale_budget,1.0,General,kimi_k3_max,0.0207725,0.8687069582921643,
input_scale_budget,1.0,General,gpt_5_6_sol_max,0.04,0.932145427852394,
input_scale_budget,1.0,Research,NO_FEASIBLE_MODEL,,,
input_scale_budget,1.0,Research,deepseek_v4_flash_max,0.012320000000000001,0.8272893300307572,
input_scale_budget,1.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
input_scale_budget,1.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
input_scale_budget,1.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
input_scale_budget,1.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
input_scale_budget,1.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
input_scale_budget,1.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
input_scale,2.0,Coding,kimi_k3_max,0.12463500000000001,0.9813020054113564,True
input_scale,2.0,Coding,gpt_5_6_sol_max,0.24,0.9512731717446156,False
input_scale,2.0,Coding,gpt_5_5_xhigh,0.24,0.9025140728523974,False
input_scale,2.0,Coding,claude_opus_4_8_max,0.21,0.9163907203396128,False
input_scale,2.0,Coding,gemini_3_1_pro_high,0.096,0.9259813234950288,False
input_scale,2.0,Coding,deepseek_v4_pro_max,0.039599999999999996,0.9610626303156368,True
input_scale,2.0,Coding,deepseek_v4_flash_max,0.0132,0.8155773752485842,True
input_scale,2.0,Coding,qwen3_8_max,0.053415000000000004,0.925700177687948,False
input_scale,2.0,General,kimi_k3_max,0.026707500000000002,0.8687069582921643,True
input_scale,2.0,General,gpt_5_6_sol_max,0.05,0.932145427852394,True
input_scale,2.0,General,gpt_5_5_xhigh,0.05,0.837174749199171,False
input_scale,2.0,General,claude_opus_4_8_max,0.045,0.8383394649502275,False
input_scale,2.0,General,gemini_3_1_pro_high,0.02,0.8661586954130576,True
input_scale,2.0,General,deepseek_v4_pro_max,0.00924,0.6542860728359404,True
input_scale,2.0,General,deepseek_v4_flash_max,0.0030800000000000003,0.6468756848029605,True
input_scale,2.0,General,qwen3_8_max,0.012463499999999999,0.8383797086565321,True
input_scale,2.0,Research,kimi_k3_max,0.15431,0.9012926282950032,True
input_scale,2.0,Research,gpt_5_6_sol_max,0.28,0.8992413504614967,False
input_scale,2.0,Research,gpt_5_5_xhigh,0.28,0.8861624515886894,False
input_scale,2.0,Research,claude_opus_4_8_max,0.26,0.8794135287469893,False
input_scale,2.0,Research,gemini_3_1_pro_high,0.112,0.8281204723179951,False
input_scale,2.0,Research,deepseek_v4_pro_max,0.05808,0.8777936799153787,True
input_scale,2.0,Research,deepseek_v4_flash_max,0.019360000000000002,0.8272893300307572,True
input_scale,2.0,Research,qwen3_8_max,0.078342,0.8397485755751156,False
input_scale_budget,2.0,Coding,NO_FEASIBLE_MODEL,,,
input_scale_budget,2.0,Coding,deepseek_v4_flash_max,0.0132,0.8155773752485842,
input_scale_budget,2.0,Coding,deepseek_v4_pro_max,0.039599999999999996,0.9610626303156368,
input_scale_budget,2.0,Coding,deepseek_v4_pro_max,0.039599999999999996,0.9610626303156368,
input_scale_budget,2.0,Coding,deepseek_v4_pro_max,0.039599999999999996,0.9610626303156368,
input_scale_budget,2.0,Coding,kimi_k3_max,0.12463500000000001,0.9813020054113564,
input_scale_budget,2.0,Coding,kimi_k3_max,0.12463500000000001,0.9813020054113564,
input_scale_budget,2.0,Coding,kimi_k3_max,0.12463500000000001,0.9813020054113564,
input_scale_budget,2.0,General,NO_FEASIBLE_MODEL,,,
input_scale_budget,2.0,General,deepseek_v4_flash_max,0.0030800000000000003,0.6468756848029605,
input_scale_budget,2.0,General,deepseek_v4_pro_max,0.00924,0.6542860728359404,
input_scale_budget,2.0,General,qwen3_8_max,0.012463499999999999,0.8383797086565321,
input_scale_budget,2.0,General,gemini_3_1_pro_high,0.02,0.8661586954130576,
input_scale_budget,2.0,General,kimi_k3_max,0.026707500000000002,0.8687069582921643,
input_scale_budget,2.0,General,kimi_k3_max,0.026707500000000002,0.8687069582921643,
input_scale_budget,2.0,General,gpt_5_6_sol_max,0.05,0.932145427852394,
input_scale_budget,2.0,Research,NO_FEASIBLE_MODEL,,,
input_scale_budget,2.0,Research,deepseek_v4_flash_max,0.019360000000000002,0.8272893300307572,
input_scale_budget,2.0,Research,deepseek_v4_pro_max,0.05808,0.8777936799153787,
input_scale_budget,2.0,Research,deepseek_v4_pro_max,0.05808,0.8777936799153787,
input_scale_budget,2.0,Research,deepseek_v4_pro_max,0.05808,0.8777936799153787,
input_scale_budget,2.0,Research,kimi_k3_max,0.15431,0.9012926282950032,
input_scale_budget,2.0,Research,kimi_k3_max,0.15431,0.9012926282950032,
input_scale_budget,2.0,Research,kimi_k3_max,0.15431,0.9012926282950032,
input_output_ratio,0.1,Coding,kimi_k3_max,0.026707500000000002,0.9813020054113564,True
input_output_ratio,0.1,Coding,gpt_5_6_sol_max,0.048,0.9512731717446156,False
input_output_ratio,0.1,Coding,gpt_5_5_xhigh,0.048,0.9025140728523974,False
input_output_ratio,0.1,Coding,claude_opus_4_8_max,0.045,0.9163907203396128,False
input_output_ratio,0.1,Coding,gemini_3_1_pro_high,0.019200000000000002,0.9259813234950288,False
input_output_ratio,0.1,Coding,deepseek_v4_pro_max,0.010296,0.9610626303156368,True
input_output_ratio,0.1,Coding,deepseek_v4_flash_max,0.003432,0.8155773752485842,True
input_output_ratio,0.1,Coding,qwen3_8_max,0.0138879,0.925700177687948,False
input_output_ratio,0.1,General,kimi_k3_max,0.0089025,0.8687069582921643,True
input_output_ratio,0.1,General,gpt_5_6_sol_max,0.016,0.932145427852394,True
input_output_ratio,0.1,General,gpt_5_5_xhigh,0.016,0.837174749199171,False
input_output_ratio,0.1,General,claude_opus_4_8_max,0.015,0.8383394649502275,False
input_output_ratio,0.1,General,gemini_3_1_pro_high,0.0063999999999999994,0.8661586954130576,True
input_output_ratio,0.1,General,deepseek_v4_pro_max,0.003432,0.6542860728359404,True
input_output_ratio,0.1,General,deepseek_v4_flash_max,0.001144,0.6468756848029605,True
input_output_ratio,0.1,General,qwen3_8_max,0.004629299999999999,0.8383797086565321,True
input_output_ratio,0.1,Research,kimi_k3_max,0.07122,0.9012926282950032,True
input_output_ratio,0.1,Research,gpt_5_6_sol_max,0.128,0.8992413504614967,False
input_output_ratio,0.1,Research,gpt_5_5_xhigh,0.128,0.8861624515886894,False
input_output_ratio,0.1,Research,claude_opus_4_8_max,0.12,0.8794135287469893,False
input_output_ratio,0.1,Research,gemini_3_1_pro_high,0.051199999999999996,0.8281204723179951,False
input_output_ratio,0.1,Research,deepseek_v4_pro_max,0.027456,0.8777936799153787,True
input_output_ratio,0.1,Research,deepseek_v4_flash_max,0.009152,0.8272893300307572,True
input_output_ratio,0.1,Research,qwen3_8_max,0.037034399999999995,0.8397485755751156,False
input_output_ratio,0.3,Coding,kimi_k3_max,0.044512499999999997,0.9813020054113564,True
input_output_ratio,0.3,Coding,gpt_5_6_sol_max,0.08399999999999999,0.9512731717446156,False
input_output_ratio,0.3,Coding,gpt_5_5_xhigh,0.08399999999999999,0.9025140728523974,False
input_output_ratio,0.3,Coding,claude_opus_4_8_max,0.075,0.9163907203396128,False
input_output_ratio,0.3,Coding,gemini_3_1_pro_high,0.033600000000000005,0.9259813234950288,False
input_output_ratio,0.3,Coding,deepseek_v4_pro_max,0.015047999999999999,0.9610626303156368,True
input_output_ratio,0.3,Coding,deepseek_v4_flash_max,0.005016,0.8155773752485842,True
input_output_ratio,0.3,Coding,qwen3_8_max,0.020297700000000002,0.925700177687948,False
input_output_ratio,0.3,General,kimi_k3_max,0.0148375,0.8687069582921643,True
input_output_ratio,0.3,General,gpt_5_6_sol_max,0.027999999999999997,0.932145427852394,True
input_output_ratio,0.3,General,gpt_5_5_xhigh,0.027999999999999997,0.837174749199171,False
input_output_ratio,0.3,General,claude_opus_4_8_max,0.025,0.8383394649502275,False
input_output_ratio,0.3,General,gemini_3_1_pro_high,0.0112,0.8661586954130576,True
input_output_ratio,0.3,General,deepseek_v4_pro_max,0.005016,0.6542860728359404,True
input_output_ratio,0.3,General,deepseek_v4_flash_max,0.0016719999999999999,0.6468756848029605,True
input_output_ratio,0.3,General,qwen3_8_max,0.0067659,0.8383797086565321,True
input_output_ratio,0.3,Research,kimi_k3_max,0.1187,0.9012926282950032,True
input_output_ratio,0.3,Research,gpt_5_6_sol_max,0.22399999999999998,0.8992413504614967,False
input_output_ratio,0.3,Research,gpt_5_5_xhigh,0.22399999999999998,0.8861624515886894,False
input_output_ratio,0.3,Research,claude_opus_4_8_max,0.2,0.8794135287469893,False
input_output_ratio,0.3,Research,gemini_3_1_pro_high,0.0896,0.8281204723179951,False
input_output_ratio,0.3,Research,deepseek_v4_pro_max,0.040128,0.8777936799153787,True
input_output_ratio,0.3,Research,deepseek_v4_flash_max,0.013375999999999999,0.8272893300307572,True
input_output_ratio,0.3,Research,qwen3_8_max,0.0541272,0.8397485755751156,False
input_output_ratio,0.5,Coding,kimi_k3_max,0.062317500000000005,0.9813020054113564,True
input_output_ratio,0.5,Coding,gpt_5_6_sol_max,0.12,0.9512731717446156,False
input_output_ratio,0.5,Coding,gpt_5_5_xhigh,0.12,0.9025140728523974,False
input_output_ratio,0.5,Coding,claude_opus_4_8_max,0.105,0.9163907203396128,False
input_output_ratio,0.5,Coding,gemini_3_1_pro_high,0.048,0.9259813234950288,False
input_output_ratio,0.5,Coding,deepseek_v4_pro_max,0.019799999999999998,0.9610626303156368,True
input_output_ratio,0.5,Coding,deepseek_v4_flash_max,0.0066,0.8155773752485842,True
input_output_ratio,0.5,Coding,qwen3_8_max,0.026707500000000002,0.925700177687948,False
input_output_ratio,0.5,General,kimi_k3_max,0.0207725,0.8687069582921643,True
input_output_ratio,0.5,General,gpt_5_6_sol_max,0.04,0.932145427852394,True
input_output_ratio,0.5,General,gpt_5_5_xhigh,0.04,0.837174749199171,False
input_output_ratio,0.5,General,claude_opus_4_8_max,0.035,0.8383394649502275,False
input_output_ratio,0.5,General,gemini_3_1_pro_high,0.016,0.8661586954130576,True
input_output_ratio,0.5,General,deepseek_v4_pro_max,0.0066,0.6542860728359404,True
input_output_ratio,0.5,General,deepseek_v4_flash_max,0.0022,0.6468756848029605,True
input_output_ratio,0.5,General,qwen3_8_max,0.0089025,0.8383797086565321,True
input_output_ratio,0.5,Research,kimi_k3_max,0.16618,0.9012926282950032,True
input_output_ratio,0.5,Research,gpt_5_6_sol_max,0.32,0.8992413504614967,False
input_output_ratio,0.5,Research,gpt_5_5_xhigh,0.32,0.8861624515886894,False
input_output_ratio,0.5,Research,claude_opus_4_8_max,0.28,0.8794135287469893,False
input_output_ratio,0.5,Research,gemini_3_1_pro_high,0.128,0.8281204723179951,False
input_output_ratio,0.5,Research,deepseek_v4_pro_max,0.0528,0.8777936799153787,True
input_output_ratio,0.5,Research,deepseek_v4_flash_max,0.0176,0.8272893300307572,True
input_output_ratio,0.5,Research,qwen3_8_max,0.07122,0.8397485755751156,False
input_output_ratio,1.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,True
input_output_ratio,1.0,Coding,gpt_5_6_sol_max,0.21,0.9512731717446156,False
input_output_ratio,1.0,Coding,gpt_5_5_xhigh,0.21,0.9025140728523974,False
input_output_ratio,1.0,Coding,claude_opus_4_8_max,0.18,0.9163907203396128,False
input_output_ratio,1.0,Coding,gemini_3_1_pro_high,0.08399999999999999,0.9259813234950288,False
input_output_ratio,1.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,True
input_output_ratio,1.0,Coding,deepseek_v4_flash_max,0.01056,0.8155773752485842,True
input_output_ratio,1.0,Coding,qwen3_8_max,0.042732,0.925700177687948,False
input_output_ratio,1.0,General,kimi_k3_max,0.03561,0.8687069582921643,True
input_output_ratio,1.0,General,gpt_5_6_sol_max,0.06999999999999999,0.932145427852394,True
input_output_ratio,1.0,General,gpt_5_5_xhigh,0.06999999999999999,0.837174749199171,False
input_output_ratio,1.0,General,claude_opus_4_8_max,0.060000000000000005,0.8383394649502275,False
input_output_ratio,1.0,General,gemini_3_1_pro_high,0.028,0.8661586954130576,True
input_output_ratio,1.0,General,deepseek_v4_pro_max,0.01056,0.6542860728359404,True
input_output_ratio,1.0,General,deepseek_v4_flash_max,0.00352,0.6468756848029605,True
input_output_ratio,1.0,General,qwen3_8_max,0.014244,0.8383797086565321,True
input_output_ratio,1.0,Research,kimi_k3_max,0.28488,0.9012926282950032,True
input_output_ratio,1.0,Research,gpt_5_6_sol_max,0.5599999999999999,0.8992413504614967,False
input_output_ratio,1.0,Research,gpt_5_5_xhigh,0.5599999999999999,0.8861624515886894,False
input_output_ratio,1.0,Research,claude_opus_4_8_max,0.48000000000000004,0.8794135287469893,False
input_output_ratio,1.0,Research,gemini_3_1_pro_high,0.224,0.8281204723179951,False
input_output_ratio,1.0,Research,deepseek_v4_pro_max,0.08448,0.8777936799153787,True
input_output_ratio,1.0,Research,deepseek_v4_flash_max,0.02816,0.8272893300307572,True
input_output_ratio,1.0,Research,qwen3_8_max,0.113952,0.8397485755751156,False
input_output_ratio,2.0,Coding,kimi_k3_max,0.195855,0.9813020054113564,True
input_output_ratio,2.0,Coding,gpt_5_6_sol_max,0.39,0.9512731717446156,False
input_output_ratio,2.0,Coding,gpt_5_5_xhigh,0.39,0.9025140728523974,False
input_output_ratio,2.0,Coding,claude_opus_4_8_max,0.32999999999999996,0.9163907203396128,False
input_output_ratio,2.0,Coding,gemini_3_1_pro_high,0.156,0.9259813234950288,False
input_output_ratio,2.0,Coding,deepseek_v4_pro_max,0.05544,0.9610626303156368,True
input_output_ratio,2.0,Coding,deepseek_v4_flash_max,0.01848,0.8155773752485842,True
input_output_ratio,2.0,Coding,qwen3_8_max,0.074781,0.925700177687948,False
input_output_ratio,2.0,General,kimi_k3_max,0.065285,0.8687069582921643,True
input_output_ratio,2.0,General,gpt_5_6_sol_max,0.13,0.932145427852394,True
input_output_ratio,2.0,General,gpt_5_5_xhigh,0.13,0.837174749199171,False
input_output_ratio,2.0,General,claude_opus_4_8_max,0.11,0.8383394649502275,False
input_output_ratio,2.0,General,gemini_3_1_pro_high,0.052000000000000005,0.8661586954130576,True
input_output_ratio,2.0,General,deepseek_v4_pro_max,0.01848,0.6542860728359404,True
input_output_ratio,2.0,General,deepseek_v4_flash_max,0.00616,0.6468756848029605,True
input_output_ratio,2.0,General,qwen3_8_max,0.024926999999999998,0.8383797086565321,True
input_output_ratio,2.0,Research,kimi_k3_max,0.52228,0.9012926282950032,True
input_output_ratio,2.0,Research,gpt_5_6_sol_max,1.04,0.8992413504614967,False
input_output_ratio,2.0,Research,gpt_5_5_xhigh,1.04,0.8861624515886894,False
input_output_ratio,2.0,Research,claude_opus_4_8_max,0.88,0.8794135287469893,False
input_output_ratio,2.0,Research,gemini_3_1_pro_high,0.41600000000000004,0.8281204723179951,False
input_output_ratio,2.0,Research,deepseek_v4_pro_max,0.14784,0.8777936799153787,True
input_output_ratio,2.0,Research,deepseek_v4_flash_max,0.04928,0.8272893300307572,True
input_output_ratio,2.0,Research,qwen3_8_max,0.19941599999999998,0.8397485755751156,False
price_perturbation,-0.1,Coding,kimi_k3_max,0.096147,0.9813020054113564,True
price_perturbation,-0.1,Coding,gpt_5_6_sol_max,0.189,0.9512731717446156,False
price_perturbation,-0.1,Coding,gpt_5_5_xhigh,0.189,0.9025140728523974,False
price_perturbation,-0.1,Coding,claude_opus_4_8_max,0.162,0.9163907203396128,False
price_perturbation,-0.1,Coding,gemini_3_1_pro_high,0.07560000000000001,0.9259813234950288,False
price_perturbation,-0.1,Coding,deepseek_v4_pro_max,0.028512000000000003,0.9610626303156368,True
price_perturbation,-0.1,Coding,deepseek_v4_flash_max,0.009504,0.8155773752485842,True
price_perturbation,-0.1,Coding,qwen3_8_max,0.0384588,0.925700177687948,False
price_perturbation,-0.1,General,kimi_k3_max,0.01869525,0.8687069582921643,True
price_perturbation,-0.1,General,gpt_5_6_sol_max,0.036,0.932145427852394,True
price_perturbation,-0.1,General,gpt_5_5_xhigh,0.036,0.837174749199171,False
price_perturbation,-0.1,General,claude_opus_4_8_max,0.0315,0.8383394649502275,False
price_perturbation,-0.1,General,gemini_3_1_pro_high,0.0144,0.8661586954130576,True
price_perturbation,-0.1,General,deepseek_v4_pro_max,0.005940000000000001,0.6542860728359404,True
price_perturbation,-0.1,General,deepseek_v4_flash_max,0.00198,0.6468756848029605,True
price_perturbation,-0.1,General,qwen3_8_max,0.00801225,0.8383797086565321,True
price_perturbation,-0.1,Research,kimi_k3_max,0.096147,0.9012926282950032,True
price_perturbation,-0.1,Research,gpt_5_6_sol_max,0.18,0.8992413504614967,False
price_perturbation,-0.1,Research,gpt_5_5_xhigh,0.18,0.8861624515886894,False
price_perturbation,-0.1,Research,claude_opus_4_8_max,0.16199999999999998,0.8794135287469893,False
price_perturbation,-0.1,Research,gemini_3_1_pro_high,0.07200000000000001,0.8281204723179951,False
price_perturbation,-0.1,Research,deepseek_v4_pro_max,0.033264,0.8777936799153787,True
price_perturbation,-0.1,Research,deepseek_v4_flash_max,0.011088,0.8272893300307572,True
price_perturbation,-0.1,Research,qwen3_8_max,0.044868599999999995,0.8397485755751156,False
price_perturbation_budget,-0.1,Coding,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.1,Coding,deepseek_v4_flash_max,0.009504,0.8155773752485842,
price_perturbation_budget,-0.1,Coding,deepseek_v4_pro_max,0.028512000000000003,0.9610626303156368,
price_perturbation_budget,-0.1,Coding,deepseek_v4_pro_max,0.028512000000000003,0.9610626303156368,
price_perturbation_budget,-0.1,Coding,deepseek_v4_pro_max,0.028512000000000003,0.9610626303156368,
price_perturbation_budget,-0.1,Coding,kimi_k3_max,0.096147,0.9813020054113564,
price_perturbation_budget,-0.1,Coding,kimi_k3_max,0.096147,0.9813020054113564,
price_perturbation_budget,-0.1,Coding,kimi_k3_max,0.096147,0.9813020054113564,
price_perturbation_budget,-0.1,General,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.1,General,deepseek_v4_flash_max,0.00198,0.6468756848029605,
price_perturbation_budget,-0.1,General,deepseek_v4_pro_max,0.005940000000000001,0.6542860728359404,
price_perturbation_budget,-0.1,General,qwen3_8_max,0.00801225,0.8383797086565321,
price_perturbation_budget,-0.1,General,gemini_3_1_pro_high,0.0144,0.8661586954130576,
price_perturbation_budget,-0.1,General,kimi_k3_max,0.01869525,0.8687069582921643,
price_perturbation_budget,-0.1,General,kimi_k3_max,0.01869525,0.8687069582921643,
price_perturbation_budget,-0.1,General,gpt_5_6_sol_max,0.036,0.932145427852394,
price_perturbation_budget,-0.1,Research,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.1,Research,deepseek_v4_flash_max,0.011088,0.8272893300307572,
price_perturbation_budget,-0.1,Research,deepseek_v4_pro_max,0.033264,0.8777936799153787,
price_perturbation_budget,-0.1,Research,deepseek_v4_pro_max,0.033264,0.8777936799153787,
price_perturbation_budget,-0.1,Research,deepseek_v4_pro_max,0.033264,0.8777936799153787,
price_perturbation_budget,-0.1,Research,kimi_k3_max,0.096147,0.9012926282950032,
price_perturbation_budget,-0.1,Research,kimi_k3_max,0.096147,0.9012926282950032,
price_perturbation_budget,-0.1,Research,kimi_k3_max,0.096147,0.9012926282950032,
price_perturbation,-0.05,Coding,kimi_k3_max,0.1014885,0.9813020054113564,True
price_perturbation,-0.05,Coding,gpt_5_6_sol_max,0.1995,0.9512731717446156,False
price_perturbation,-0.05,Coding,gpt_5_5_xhigh,0.1995,0.9025140728523974,False
price_perturbation,-0.05,Coding,claude_opus_4_8_max,0.17099999999999999,0.9163907203396128,False
price_perturbation,-0.05,Coding,gemini_3_1_pro_high,0.07979999999999998,0.9259813234950288,False
price_perturbation,-0.05,Coding,deepseek_v4_pro_max,0.030095999999999998,0.9610626303156368,True
price_perturbation,-0.05,Coding,deepseek_v4_flash_max,0.010032,0.8155773752485842,True
price_perturbation,-0.05,Coding,qwen3_8_max,0.0405954,0.925700177687948,False
price_perturbation,-0.05,General,kimi_k3_max,0.019733874999999998,0.8687069582921643,True
price_perturbation,-0.05,General,gpt_5_6_sol_max,0.038,0.932145427852394,True
price_perturbation,-0.05,General,gpt_5_5_xhigh,0.038,0.837174749199171,False
price_perturbation,-0.05,General,claude_opus_4_8_max,0.03325,0.8383394649502275,False
price_perturbation,-0.05,General,gemini_3_1_pro_high,0.015199999999999998,0.8661586954130576,True
price_perturbation,-0.05,General,deepseek_v4_pro_max,0.0062699999999999995,0.6542860728359404,True
price_perturbation,-0.05,General,deepseek_v4_flash_max,0.00209,0.6468756848029605,True
price_perturbation,-0.05,General,qwen3_8_max,0.008457375,0.8383797086565321,True
